title,source,url,json_content
RuntimeError: CUDA error: device-side assert triggered in Automatic1111,Stack Overflow,N/A,"{""tags"": [""pytorch"", ""stable-diffusion""], ""question_score"": 1, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 78101854, ""item_type"": ""question"", ""score"": 1, ""last_activity_date"": 1709592383, ""creation_date"": 1709561560, ""body"": ""I have been using Automatic1111 and animatediff + controlnet + Adetailer for txt2img generation. I have been using it for a project for a week and nothing wrong with it. And suddenly few days ago it started to get error, it stopped generating after the Adetailer process. I found out it doesn&#39;t work because of Adetailer, it work alright when I disable it but I needed Adetailer so I have been trying to fix it. I tried updating it, doesn&#39;t work.\nI even tried formating my computer and reinstall everything. Still the same. I am a newbie so please help me out.. thank you very much. This is the error I got:\n\nformating my computer, reinstall everything\nAdd &#39;--skip-torch-cuda-test&#39; to COMMANDLINE_ARGS\n"", ""excerpt"": ""│\n    │ │     hr_upscaler │ Latent                                │                                                      │\n    │ │      checkpoint │ Dreamshaper8.<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""RuntimeError: CUDA error: device-side assert triggered in Automatic1111""}"

Exception: CUDA SETUP: Setup Failed! in Google Collab after training stable diffusion model using train_dreambooth.py,Stack Overflow,N/A,"{""tags"": [""python"", ""google-colaboratory"", ""stable-diffusion"", ""dreambooth""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 78085859, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1709274031, ""creation_date"": 1709274031, ""body"": ""I&#39;m training a stable diffusion model in google collab, then I encountered an error, before that, here is my full code:\n\nAfter running this lines of codes than i met the error like this:\n\nPlease, maybe anyone know how to resolve this so the training will be success and I can load the weight of the model. Thank you in advanced\n"", ""excerpt"": ""convert_diffusers_to_original_stable_diffusion.py\n%pip install -qq git+https://github.com/ShivamShrirao/diffusers\n%pip install -q -U --pre triton\n%pip install -q accelerate transformers ftfy bitsandbytes==0.35.0 gradio natsort <span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""Exception: CUDA SETUP: Setup Failed! in Google Collab after training stable diffusion model using train_dreambooth.py""}"

Fooocus WebUI always wants to download a file to default folder,Stack Overflow,N/A,"{""tags"": [""json"", ""artificial-intelligence"", ""stable-diffusion""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 1, ""is_answered"": false, ""question_id"": 78081871, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1709228495, ""creation_date"": 1709213938, ""body"": ""please I have problem with Fooocus WebUI for Stable Diffusion. It always trying download file  or  into folder \nI&#39;m not sure why, because I have all in SDXL subfolder (checkpoints and loras). My directory structure looks like this:\n\nAnd  looks like this:\n\nJSON file is correct, no errors and default model which i want to use in  or  looks like this\n\nAlso  preset looking for right folder\n\nThanks for any advice wehere could be a problem\nI have solution, if I set, in  the path checkpoints to\n\nThen is it OK. But this is not correct solution because I have also SDXL_Turbo models or Lightning models or classic SD15 models.\nAny possible how to disable download it or check the paths with subfolders when I have it in --preset json?\nThanks for any advice\nMartin\n"", ""excerpt"": ""/c/AI/models/loras/SDXL/anima_pencil-XL-v1.5.0.<span class=\""highlight\"">safetensors</span>\n/c/AI/models/loras/SDXL/SDXL_FILM_PHOTOGRAPHY_STYLE_BetaV0.4.<span class=\""highlight\"">safetensors</span>\n/c/AI/models/loras/SDXL/sd_xl_offset_example-lora_1.0.<span class=\""highlight\"">safetensors</span>\n\nAnd &hellip; .<span class=\""highlight\"">safetensors</span>&quot;: &quot;https://huggingface.co/lllyasviel/fav_models/resolve/main/fav/SDXL_FILM_PHOTOGRAPHY_STYLE_BetaV0.4.<span class=\""highlight\"">safetensors</span>&quot;\n    },\n    &quot;previous_default_models&quot;: [&quot;realisticStockPhoto_v10.<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""Fooocus WebUI always wants to download a file to default folder""}"

Databricks ImportError: cannot import name &#39;override&#39; from &#39;typing_extensions&#39;,Stack Overflow,N/A,"{""tags"": [""dependencies"", ""databricks"", ""importerror"", ""llama""], ""question_score"": 2, ""is_accepted"": false, ""has_accepted_answer"": true, ""answer_count"": 2, ""is_answered"": true, ""question_id"": 77483735, ""item_type"": ""question"", ""score"": 2, ""last_activity_date"": 1709048007, ""creation_date"": 1699994747, ""body"": ""I am trying to use a databricks notebook to finetune the Llama2 model. The code for this is here. I&#39;m running into an error at lines 219-231:\n\nI am getting the error\n\nImportError: cannot import name &#39;override&#39; from &#39;typing_extensions&#39; (/databricks/python/lib/python3.10/site-packages/typing_extensions.py)\n\nThe full stack trace is below.\n\nI have tried installing multiple versions of typing_extensions, both the most updated version (4.8.0), as well as (4.7.1) as was suggested in this stackoverflow post. I also tried the solution posted here, as well as installing the dependencies with &#39;%&#39; instead of &#39;!&#39;, as suggested here. None of this has worked.\nHere&#39;s a full list of my installed packages:\n\nIf anyone has any idea how to fix this, please let me know!\n"", ""excerpt"": ""requests-oauthlib            1.3.1\nresponses                    0.18.0\nrich                         13.6.0\nrope                         1.7.0\nrsa                          4.9\ns3transfer                   0.6.0\n<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""Databricks ImportError: cannot import name &#39;override&#39; from &#39;typing_extensions&#39;""}"

nameError &#39;_C&#39; is not defined,Stack Overflow,N/A,"{""tags"": [""python"", ""pytorch"", ""gpu""], ""question_score"": 2, ""is_accepted"": false, ""has_accepted_answer"": true, ""answer_count"": 1, ""is_answered"": true, ""question_id"": 78058520, ""item_type"": ""question"", ""score"": 2, ""last_activity_date"": 1708981770, ""creation_date"": 1708918233, ""body"": ""I&#39;m writing code in jupyter notebook. Tried a whole bunch of staff, but didn&#39;t succeeded. Here&#39;s my full setup and errors:\nSetup: Windows 10, python 3.9, venv\n\nAll the tests:\n\n\n\nProblem that lead to nameError:\n\nFrom:\n\nAnd the topic one:\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nNameError: name &#39;_C&#39; is not defined\nFrom:\n\nSOS!\nI tried the following:\nAdding environmental arg:\n\nCuda and torch+cuxxx don&#39;t need to bee matched, but cuxxx &lt;= CUDAxxx. I tried matched ones, nothing.\nTried all the packages that I could find in other topics:\n\nImporting torch to empty folder:\n\nAfter every action I was restarting my kernel, even venv\nAll the code was running perfectly fine using cpu.\nMain issue: I can&#39;t find direct solution neither for this:\n\nNor for this:\nNameError: name &#39;_C&#39; is not defined\nBut in .py file, where _C is imports, it throws this:\nUserWarning: Failed to load custom C++ ops. Running on CPU mode Only!\nBecause _C isn&#39;t imported, that&#39;s the thing. If I can resolve any problem, gpu&#39;ll be set.\nP.S. Google Collab works perfectly fine. How did they achieve this? Who knows.\n"", ""excerpt"": ""referencing               0.33.0\nregex                     2023.12.25\nrequests                  2.31.0\nrfc3339-validator         0.1.4\nrfc3986-validator         0.1.1\nrpds-py                   0.18.0\n<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""nameError &#39;_C&#39; is not defined""}"

RuntimeError: Failed to import transformers.models.clip.processing_clip because of the following error,Stack Overflow,N/A,"{""tags"": [""python"", ""scikit-learn"", ""pyinstaller"", ""sentence-transformers""], ""question_score"": 0, ""is_accepted"": false, ""answer_id"": 77726926, ""is_answered"": false, ""question_id"": 77528037, ""item_type"": ""answer"", ""score"": 0, ""last_activity_date"": 1708970356, ""creation_date"": 1703766937, ""body"": ""I am using this command to solve this\n\n"", ""excerpt"": ""_utils&quot; --hidden-import=huggingface_hub --hidden-import=<span class=\""highlight\"">safetensors</span> --copy-metadata=<span class=\""highlight\"">safetensors</span> --copy-metadata huggingface_hub --hidden-import=yaml --copy-metadata=pyyaml --hidden-import=transformers &hellip; "", ""title"": ""RuntimeError: Failed to import transformers.models.clip.processing_clip because of the following error""}"

At least one of TensorFlow 2.0 or PyTorch should be installed,Stack Overflow,N/A,"{""tags"": [""python"", ""tensorflow"", ""huggingface-transformers""], ""question_score"": 1, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 78041062, ""item_type"": ""question"", ""score"": 1, ""last_activity_date"": 1708606258, ""creation_date"": 1708606258, ""body"": ""I would like to use this Image to text model from HuggingFace. When I run the code from the example I get an error:\n\nError:\n\nThis error happens at loading the model in the . I understand that we have to use  or . So I installed it using :\n\nSo I&#39;m using tensorflow  version. I&#39;m using  on a Mac intel. I followed this question: Neither PyTorch nor TensorFlow &gt;= 2.0 have been found.Models won&#39;t be available and only tokenizers, configuration and file/data utilities can be used but installing the  with conda doesn&#39;t work. I followed the installation guide on HuggingFace but also doesn&#39;t work. I can&#39;t find a workaround for this. So I was wondering if anyone knows how to fix this issue?\n"", ""excerpt"": ""6.0.1\npyzmq                        24.0.1\nregex                        2023.12.25\nrequests                     2.31.0\nrequests-oauthlib            1.3.1\nrsa                          4.9\n<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""At least one of TensorFlow 2.0 or PyTorch should be installed""}"

Why do I get such a big Docker image (6.9GB)?,Stack Overflow,N/A,"{""tags"": [""python"", ""docker"", ""streamlit""], ""question_score"": 1, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 78039672, ""item_type"": ""question"", ""score"": 1, ""last_activity_date"": 1708594094, ""creation_date"": 1708593369, ""body"": ""My Docker image is too big and I don&#39;t know how to get it smaller.\nI want to build a Docker image for my streamlit app with the following dockerfile:\n\nThe problem is definitely the layer installing the requirements:\n\nAnd here is my requirements.txt file\n\nMy system is a MacBook M1 and this is my Docker build command:\n\n"", ""excerpt"": ""2024.2.7\npython-magic==0.4.27\npython-multipart==0.0.9\npytz==2024.1\nPyYAML==6.0.1\nqdrant-client==1.7.2\nrapidfuzz==3.6.1\nreferencing==0.33.0\nregex==2023.12.25\nrequests==2.31.0\nrich==13.7.0\nrpds-py==0.18.0\n<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""Why do I get such a big Docker image (6.9GB)?""}"

ValueError: torch.cuda.is_available() should be True but is False,Stack Overflow,N/A,"{""tags"": [""pytorch""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 77809154, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1708565526, ""creation_date"": 1705091202, ""body"": ""I’m trying to train a custom model using kohya. I have been running into the same error for over 1 week now. I’ve attached photos of my error message as well as some information about my computer and the applications on it. I’m thinking I have an issue with my setup, but I’m not sure what it is or how to fix it. Any help would be much appreciated!!!\nError Message:\n\nnvcc --version:\n\npython -m torch.utils.collect_env:\n\nnvidia-smi:\nImage of NVIDIA-SMI\nValueError: torch.cuda.is_available() should be True but is False. I&#39;ve been trying to figure out how to fix this error message. I&#39;ve looked at multiple forums and tried to implement their solutions on github, pytorch, and stackoverflow with no success.\n"", ""excerpt"": ""1024, 1024&#39;, &#39;--output_dir=C:/Users/Allison/Downloads/jrm/jrm_lora\\\\model&#39;, &#39;--logging_dir=C:/Users/Allison/Downloads/jrm/jrm_lora\\\\log&#39;, &#39;--network_alpha=64&#39;, &#39;--training_comment=jrm&#39;, &#39;--save_model_as=<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""ValueError: torch.cuda.is_available() should be True but is False""}"
