repo_url,commit_hash,model_file_path,serialization_format,message,author,date,is_in_commit,change_status,elapsed_days
google-bert/bert-base-multilingual-uncased,3da6b6aad5111664db74322f2158b7f93e09a717,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (d6bb52797da8a006f4c4a679eb0680a8df7f58af)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:39:29,True,+,195
google-bert/bert-base-multilingual-cased,fdfce55e83dbed325647a63e7e1f5de19f0382ba,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (d633b9d001cbef4b5f7131a3998272a3beab6465)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-16 18:22:54,True,+,54
google-bert/bert-base-german-dbmdz-uncased,7626906a07d51d9cc69c6304df4d32346cc44f24,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (df681a710f2277cd515d3cb69fce043ee0dc58ad)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:43:06,True,+,195
google-bert/bert-base-german-cased,cd19e0f862e48a86710872c6e0dc5adc1ca6c4ba,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (d088b7c145648543a5c8b54bcfd3455192612edf)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:41:34,True,+,195
google-bert/bert-base-chinese,84b432f646e4047ce1b5db001d43a348cd3f6bd0,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (e366e0e323b45124438c2c9ede73fda251716318)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-16 18:23:25,True,+,54
google-bert/bert-base-cased,5532cc56f74641d4bb33641f5c76a55d11f846e0,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d0c211f62a2c12f60e1fafd3804171a969bdc700)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-16 10:18:28,True,+,54
google-bert/bert-base-cased-finetuned-mrpc,ce0fc2e278990e3be62a966e04e993688a6b3be9,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b090bcab59ec2fcc6954354563791866590d9330)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2023-09-19 03:50:43,True,+,361
albert/albert-xxlarge-v2,c5d4d781367af62398af2120d7db1750eabb898f,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (ca4032e7991970cfc9a2ca9f77dee5ebbc180fb4)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:40:06,True,+,195
albert/albert-xlarge-v2,4fd2c2aa9aeb305f87704a7e595be7bfffa3db88,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (baa3638980bbce449fe5e4f212d7574cbdbbbbc6)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-04-10 05:57:46,True,+,565
albert/albert-xlarge-v1,e9b59dbe40d22eb6ec042cf6af216207665f0320,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d27456aedbb886136ced8326523680b3dd7d7e80)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-08-11 03:30:41,True,+,322
albert/albert-large-v2,1e2b86a91a3c63b5707d038747fb30838d9e7bac,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (3fa5553702829f29f592ac7bad080e0ed4cd909a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:41:50,True,+,195
albert/albert-base-v2,c3fcc1d2675a05929ea687d4ffbb537d1aa9c57a,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (e5af66bcb01baf5eced82d51947bc71c95b4c434)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:39:39,True,+,195
albert/albert-base-v1,66b3f3c279cf3a1df6d8df1cffa60d4d026ea396,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (dc0b1e91db500ef6c5ca487fe920df5acfee71ba)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:42:57,True,+,195
