repo_url,commit_hash,model_file_path,serialization_format,message,author,date,is_in_commit,elapsed_days,change_status
racai/distilbert-base-romanian-cased,1fd96204adf4f9ddccddfcefa37656554bb3b1ec,racai/distilbert-base-romanian-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (265aa4bf522d31019152c51bd15236a1b0483b48)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Radu Ion,2024-12-02 05:57:40,True,802,+
racai/distilbert-base-romanian-uncased,33dcf5b4c57f0943cb5e84dc2b299d963a341754,racai/distilbert-base-romanian-uncased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (45ec8268e3963aa750f4fe4390028a7d59283939)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Radu Ion,2024-12-02 05:56:43,True,802,+
rinna/japanese-gpt-1b,44d3fdefa7186e6e6738a308579d15fd0fc9cbad,rinna/japanese-gpt-1b/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b4eb054412fa2bc18352e9710c7002fe54267759)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tianyu Zhao,2023-03-20 04:02:33,True,179,+
rinna/japanese-gpt2-medium,7f8349fabd40edf09dec4d045dfe8c7e7500c52f,rinna/japanese-gpt2-medium/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (486af7d20e4791f3d9655d4213ee92699f4bf344)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tianyu Zhao,2023-03-20 04:02:43,True,179,+
rinna/japanese-gpt2-small,8e5d4b47796688b90ce0a006aa05389a33a88985,rinna/japanese-gpt2-small/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (a94557c6b517184dadc25232ff631c839e8461d5)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tianyu Zhao,2023-03-20 04:02:47,True,179,+
rinna/japanese-gpt2-xsmall,d539bf1f1586f871c417c404007a2ec4eeaaa2e0,rinna/japanese-gpt2-xsmall/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (baef3c4e1f6bfbf0afa5ff832509dd67d85a0824)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tianyu Zhao,2023-06-05 22:42:01,True,256,+
rinna/japanese-roberta-base,a6292480cf298a973a593c011eb7703e25f802cc,rinna/japanese-roberta-base/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (5863579c0d9909dfa6844369c562ebe2c155b1f8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tianyu Zhao,2023-03-20 04:02:52,True,179,+
saattrupdan/nbailab-base-ner-scandi,7ca810c33a53d3b3f251fdab9c0f300a6e3dc079,saattrupdan/nbailab-base-ner-scandi/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (df54f6f7477976a7a2462aabcf28e381ecad728b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Dan Saattrup Nielsen,2023-05-16 09:02:06,True,236,+
Ashishkr/query_wellformedness_score,d0e3c491e2176d17c6cc979620757612fa979bc0,Ashishkr/query_wellformedness_score/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (5f8954b682c3854548670ebd741a86714d1fe288)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Ashish Kumar,2023-08-26 23:00:56,True,338,+
sap-ai-research/BERT-Large-Contrastive-Self-Supervised-ACL2020,8155eafa15f0703832582f39388a49f476b5e804,sap-ai-research/BERT-Large-Contrastive-Self-Supervised-ACL2020/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (871523e8371ad2960037d493b0e8a153067ba102)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tassilo Klein,2024-11-01 15:19:45,True,771,+
savasy/bert-base-turkish-ner-cased,d1cd705eb7b6ed243c59ea0f988deac0df01db08,savasy/bert-base-turkish-ner-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (ef45a7ecd8f89bd575ed56e9bc229c65e1fc29a9)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",savaş yıldırım,2023-06-22 10:42:45,True,273,+
savasy/bert-base-turkish-sentiment-cased,453309215a1f3a79efec5a9ee726090d558413bb,savasy/bert-base-turkish-sentiment-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (bc6a2e238d6205404682783c2c675275e0907213)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",savaş yıldırım,2023-06-22 10:42:55,True,273,+
savasy/bert-base-turkish-squad,29841ac386224581d23994f4d1a16201a3bbfa1d,savasy/bert-base-turkish-squad/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (72cd51845087da5e4e2a70c0961fd4a6f5a0b49a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",savaş yıldırım,2023-06-22 10:43:05,True,273,+
savasy/bert-turkish-text-classification,31e695d0c6889e90246df29922cb666d3e55c60c,savasy/bert-turkish-text-classification/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d02fd7dcecfd21e3f61d45e7c5d2b39e1a597ee4)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",savaş yıldırım,2023-06-22 10:42:33,True,273,+
sdadas/polish-roberta-large-v2,ea0ae716face05348ff9942983538ce456745239,sdadas/polish-roberta-large-v2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (91c4768ad8c03f1c1a2805b329f569a2cb421211)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sławomir Dadas,2023-06-12 15:29:01,True,263,+
sentence-transformers/LaBSE,b7f947194ceae0ddf90bafe213722569e274ad28,sentence-transformers/LaBSE/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)

- Adding `safetensors` variant of this model (88055e95f5067b42ab73e5fe9f90eab793e28383)

Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-10-17 03:46:40,True,756,+
sentence-transformers/LaBSE,50fe0940fa3ca3be4d2170f21395beb6d581fc44,sentence-transformers/LaBSE/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (88055e95f5067b42ab73e5fe9f90eab793e28383)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:39:35,True,552,+
sentence-transformers/LaBSE,50fe0940fa3ca3be4d2170f21395beb6d581fc44,sentence-transformers/LaBSE/2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (88055e95f5067b42ab73e5fe9f90eab793e28383)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:39:35,True,552,+
sentence-transformers/all-MiniLM-L12-v1,0845ca5ddc07524b3196519cf3940ceb86cf106c,sentence-transformers/all-MiniLM-L12-v1/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (cd320cd6eec75f83fa5bac01409005bc0681ee76)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:40:13,True,552,+
sentence-transformers/all-MiniLM-L12-v2,a05860a77cef7b37e0048a7864658139bc18a854,sentence-transformers/all-MiniLM-L12-v2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#8)


- Adding `safetensors` variant of this model (2f41ae668f085158c0baf758b4f11370f7b25a6d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-26 10:05:34,True,551,+
sentence-transformers/all-MiniLM-L6-v1,4ccf77db5049cc31b815180ea2d79ff4d4a1fccd,sentence-transformers/all-MiniLM-L6-v1/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (e9d4b8f9e47b8057aa9e349f0f42d9ed0ebe2533)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:40:56,True,552,+
sentence-transformers/all-MiniLM-L6-v2,46605decb5369335a3847c9f41bb0b896c07dd1a,sentence-transformers/all-MiniLM-L6-v2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#53)


- Adding `safetensors` variant of this model (ee8519ce6a28a61c9190da0a16e199d262197a1b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:41:11,True,552,+
sentence-transformers/all-distilroberta-v1,14e2a3f3090548596d23882845152a951333c0e3,sentence-transformers/all-distilroberta-v1/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (df00b8ff5a83d91a6875326b8acfc06f45ef424e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:45:18,True,552,+
sentence-transformers/all-mpnet-base-v1,4b86b374cf0bfa96f60b87869635a86f69e104d9,sentence-transformers/all-mpnet-base-v1/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (1d179bfb9e7500696d0c9577f5a181a450cfcdb8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:45:46,True,552,+
sentence-transformers/all-mpnet-base-v2,84f2bcc00d77236f9e89c8a360a00fb1139bf47d,sentence-transformers/all-mpnet-base-v2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#19)


- Adding `safetensors` variant of this model (9ae5db60492ae56d2265bd76c95eaba56b6bc0db)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:46:22,True,552,+
sentence-transformers/all-roberta-large-v1,7351068294d6fad1e9991c08ec123bbacdb0cad5,sentence-transformers/all-roberta-large-v1/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (d27d88ca47d8a48f9c6e621c9b6f7a51604f0ffa)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:49:10,True,552,+
sentence-transformers/allenai-specter,a1514d7c92d661ac5b4e687045bd3d40b832ce81,sentence-transformers/allenai-specter/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (85f6d63ec98d3daa8f31f10d38dfea93121cab26)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:52:27,True,552,+
sentence-transformers/bert-base-nli-cls-token,ee3a718b5d7c0eca401b2bc52bf07a9312755ebe,sentence-transformers/bert-base-nli-cls-token/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (0907403de1c0fd73189d604799e7c910174b8219)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:56:58,True,552,+
sentence-transformers/bert-base-nli-max-tokens,cb4452e02e5159fc64358dfdf3e45c2d868cc410,sentence-transformers/bert-base-nli-max-tokens/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (5a7d515b7d89d867f0f56dba1ddcdf887a46e27e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:58:27,True,552,+
sentence-transformers/bert-base-nli-mean-tokens,50a3c8e8e115748c99fa4bc49e35758e9a5bb598,sentence-transformers/bert-base-nli-mean-tokens/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (c988f084e3dd0ef29c16b7fc1cbbf819b2a0983e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:58:38,True,552,+
sentence-transformers/bert-base-nli-stsb-mean-tokens,a6cbfd343cee00119481f2862ed6c37b31f7d3b4,sentence-transformers/bert-base-nli-stsb-mean-tokens/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (3f722aad334f9a8878092a6577ac80f369e55f85)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:59:16,True,552,+
sentence-transformers/bert-base-wikipedia-sections-mean-tokens,66a32828d8eb5208698cfc67a083cb2767ddae0e,sentence-transformers/bert-base-wikipedia-sections-mean-tokens/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (355748468177597dd0a2210c5b89d788d04448b9)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:59:39,True,552,+
sentence-transformers/bert-large-nli-cls-token,00e4634e59516819b2fa94f66913794f405ec4fa,sentence-transformers/bert-large-nli-cls-token/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (150355d99d52e89934022d0ab2e31d25a45cacfb)",Tom Aarsen,2024-03-27 06:09:26,True,552,+
sentence-transformers/bert-large-nli-max-tokens,127dd6715ac16f13c33d23cd0ae08d928a90c3ce,sentence-transformers/bert-large-nli-max-tokens/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (6a41cca291fc8f62fce387fa39a775fd7388bb8e)",Tom Aarsen,2024-03-27 06:10:52,True,552,+
sentence-transformers/bert-large-nli-mean-tokens,415da850af1117ff0257c083d731080cf9a6f114,sentence-transformers/bert-large-nli-mean-tokens/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (80b5af1042a2e31c4c5b3aeca7090fc64ef61c66)",Tom Aarsen,2024-03-27 06:12:29,True,552,+
sentence-transformers/bert-large-nli-stsb-mean-tokens,405c03be69c5084dcdd6f73e17e0a07872cec436,sentence-transformers/bert-large-nli-stsb-mean-tokens/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (4a73c94a73b58ffd6f0ede578655d08eb490bcd3)",Tom Aarsen,2024-03-27 06:13:39,True,552,+
sentence-transformers/clip-ViT-B-32-multilingual-v1,10b5b81a389a9c157ae791276b648365c541a19b,sentence-transformers/clip-ViT-B-32-multilingual-v1/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (ea458416d97929c769c385badc727a14375709b5)",Tom Aarsen,2024-03-27 06:16:01,True,552,+
sentence-transformers/clip-ViT-B-32-multilingual-v1,10b5b81a389a9c157ae791276b648365c541a19b,sentence-transformers/clip-ViT-B-32-multilingual-v1/2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (ea458416d97929c769c385badc727a14375709b5)",Tom Aarsen,2024-03-27 06:16:01,True,552,+
sentence-transformers/distilbert-base-nli-max-tokens,f0cf640ec026d3aea7f5acc40581858d23eb85f1,sentence-transformers/distilbert-base-nli-max-tokens/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (ee79d268a70f21730caf0bdeaefd3d3557155ff6)",Tom Aarsen,2024-03-27 06:17:44,True,552,+
sentence-transformers/distilbert-base-nli-mean-tokens,2781c006adbf3726b509caa8649fc8077ff0724d,sentence-transformers/distilbert-base-nli-mean-tokens/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (b03ece09961832079ba1367a20416f3941eaf6b0)",Tom Aarsen,2024-03-27 06:18:45,True,552,+
sentence-transformers/distilbert-base-nli-stsb-mean-tokens,ec4fb043dbfe6eb0f6bb31c5d8ab8be458c02f4f,sentence-transformers/distilbert-base-nli-stsb-mean-tokens/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (67de002e4040a5985e249f0b940640d8687ce8dc)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 06:18:52,True,552,+
sentence-transformers/distilbert-base-nli-stsb-quora-ranking,038c0dd35af3615fdec4477484e98db3c1583ada,sentence-transformers/distilbert-base-nli-stsb-quora-ranking/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (2de11ed7263b064a91bc374a0d09a4d21a16bf41)",Tom Aarsen,2024-03-27 06:19:13,True,552,+
sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking,117dd6a227afa30e2354289a96d2b2e983f35b5a,sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (187bdb692ed988062c7e9218754e7f57d6cce124)",Tom Aarsen,2024-03-27 06:23:51,True,552,+
sentence-transformers/distilroberta-base-msmarco-v1,3f6934fe72c36fc86107e29fbbfdd5f8dda84e4b,sentence-transformers/distilroberta-base-msmarco-v1/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (0dcacd6ec21fdeda7cc4f643337d5de6b6f4f81a)",Tom Aarsen,2024-03-27 06:24:24,True,552,+
